year,col_area,valley_location,sex,summer_survival,combined_colony,predator_index,n_predator_observations,total_obslength_min,age,ageclass,massjun,ID_Code
2007,horsemound,down_valley,F,NO,horsemound,High,10,4097,3,Adult,2654.831628,2252
2005,gothictown,down_valley,M,YES,gothictown,High,38,8078,3,Adult,3502.334332,4327
2006,gothictown,down_valley,M,YES,gothictown,High,40,9588,4,Adult,4480.236908,4327
2007,gothictown,down_valley,M,NO,gothictown,High,66,13565,5,Adult,,4327
2005,picnic_upper,up_valley,M,YES,picnic,High,38,8519,2,Adult,2950.201405,4335
2006,picnic,up_valley,M,NO,picnic,High,28,11295,3,Adult,3495.877768,4335
2008,northpk,up_valley,F,NO,northpk,High,6,359,4,Adult,2224.33858,2221
2008,picnic_lower,up_valley,M,NO,picnic,High,35,7309,3,Adult,,4344
2007,picnic_lower,up_valley,M,YES,picnic,High,22,7669,2,Adult,2747.927067,4344
2008,picnic_lower,up_valley,F,NO,picnic,High,35,7309,2,Adult,1861.208014,2407
2006,cliff,up_valley,F,YES,,Low,,,2,Adult,2329.846929,4338
2008,cliff,up_valley,F,NO,cliff,High,1,219,4,Adult,2758.472772,4338
2007,cliff,up_valley,F,YES,,Low,,,3,Adult,,4338
2008,stonefield,up_valley,M,YES,stonefield,High,6,991,2,Adult,2443.219715,2483
2007,boulder,up_valley,F,YES,boulder,High,1,120,3,Adult,2693.835894,2159
2006,boulder,up_valley,F,YES,boulder,High,2,430,2,Adult,2608.078724,2159
2008,boulder,up_valley,F,YES,boulder,High,5,297,4,Adult,2455.56032,2159
2005,picnic_lower,up_valley,M,YES,picnic,High,38,8519,2,Adult,2495.327038,3936
2006,picnic,up_valley,M,NO,picnic,High,28,11295,3,Adult,,3936
2010,gothictown,down_valley,F,YES,gothictown,High,84,13828,6,Adult,,2182
2009,gothictown,down_valley,F,YES,gothictown,High,67,17797,5,Adult,2807.293917,2182
2011,gothictown,down_valley,F,NO,gothictown,High,11,15618,7,Adult,,2182
2007,gothictown,down_valley,F,YES,gothictown,High,66,13565,3,Adult,2863.657478,2182
2006,gothictown,down_valley,F,YES,gothictown,High,40,9588,2,Adult,,2182
2008,gothictown,down_valley,F,YES,gothictown,High,64,9179,4,Adult,,2182
2008,boulder,up_valley,F,YES,boulder,High,5,297,4,Adult,2646.135213,2245
2007,boulder,up_valley,F,YES,boulder,High,1,120,3,Adult,2964.928034,2245
2006,boulder,up_valley,F,YES,boulder,High,2,430,2,Adult,2535.575141,2245
2009,boulder,up_valley,F,YES,boulder,High,1,698,5,Adult,2499.291747,2245
2007,gothictown,down_valley,F,YES,gothictown,High,66,13565,3,Adult,3551.380188,2235
2009,gothictown,down_valley,F,YES,gothictown,High,67,17797,5,Adult,3330.61653,2235
2006,gothictown,down_valley,F,YES,gothictown,High,40,9588,2,Adult,2909.633815,2235
2010,gothictown,down_valley,F,YES,gothictown,High,84,13828,6,Adult,3525.606452,2235
2011,gothictown,down_valley,F,YES,gothictown,High,11,15618,7,Adult,3234.956852,2235
2008,gothictown,down_valley,F,YES,gothictown,High,64,9179,4,Adult,3158.644014,2235
2012,gothictown,down_valley,F,NO,gothictown,High,21,4340,8,Adult,,2235
2007,bench,down_valley,M,YES,rvbench,High,192,30573,3,Adult,3062.794536,2205
2009,river,down_valley,M,NO,rvbench,High,16,18733,5,Adult,,2205
2008,bench,down_valley,M,YES,rvbench,High,40,15736,4,Adult,,2205
2005,gothictown,down_valley,F,YES,gothictown,High,38,8078,2,Adult,,3946
2006,gothictown,down_valley,F,NO,gothictown,High,40,9588,2,Adult,,2237
2006,cliff,up_valley,M,YES,,Low,,,4,Adult,,4329
2008,cliff,up_valley,M,NO,cliff,High,1,219,6,Adult,2952.038744,4329
2007,cliff,up_valley,M,YES,,Low,,,5,Adult,3407.900414,4329
2005,cliff,up_valley,M,YES,,Low,,,3,Adult,2784.146747,4329
2004,cliff,up_valley,M,YES,cliff,High,3,148,2,Adult,2917.676358,4329
2008,stonefield,up_valley,M,NO,stonefield,High,6,991,2,Adult,2579.389581,2414
2008,stonefield,up_valley,M,NO,stonefield,High,6,991,2,Adult,2651.115399,2485
2005,bench,down_valley,F,NO,rvbench,High,63,20299,2,Adult,2477.14853,4336
2007,gothictown,down_valley,M,NO,gothictown,High,66,13565,2,Adult,,2328
2006,bench,down_valley,F,NO,rvbench,High,19,28027,2,Adult,,2124
2008,gothictown,down_valley,M,YES,gothictown,High,64,9179,4,Adult,2939.903476,2183
2010,gothictown,down_valley,M,YES,gothictown,High,84,13828,6,Adult,2656.115295,2183
2007,gothictown,down_valley,M,YES,gothictown,High,66,13565,3,Adult,3592.057086,2183
2006,gothictown,down_valley,M,YES,gothictown,High,40,9588,2,Adult,3339.419887,2183
2009,gothictown,down_valley,M,YES,gothictown,High,67,17797,5,Adult,,2183
2006,gothictown,down_valley,M,NO,gothictown,High,40,9588,2,Adult,,2240
2008,stonefield,up_valley,M,NO,stonefield,High,6,991,2,Adult,2680.927227,2415
2010,river_rivermound,down_valley,M,NO,rvbench,Low,23,33729,8,Adult,,4330
2006,horsemound,down_valley,M,YES,horsemound,Low,1,2900,4,Adult,3378.873523,4330
2009,horsemound,down_valley,M,YES,horsemound,Low,3,4748,7,Adult,3364.319501,4330
2007,horsemound,down_valley,M,YES,horsemound,High,10,4097,5,Adult,3430.414054,4330
2008,horsemound,down_valley,M,YES,horsemound,High,4,2095,6,Adult,3192.314621,4330
2005,horsemound,down_valley,M,YES,horsemound,High,3,1362,3,Adult,2530.697449,4330
2004,river_rivermound,down_valley,M,YES,rvbench,High,16,20064,2,Adult,1844.796306,4330
2006,stonefield,up_valley,F,YES,stonefield,Low,2,3927,2,Adult,,2200
2007,stonefield,up_valley,F,NO,stonefield,High,1,1030,3,Adult,2567.989171,2200
2005,mm,up_valley,M,NO,mm,High,31,8455,2,Adult,,2075
2006,picnic_upper,up_valley,F,YES,picnic,High,28,11295,2,Adult,2323.211378,2209
2007,picnic_upper,up_valley,F,NO,picnic,High,22,7669,3,Adult,2520.597829,2209
2006,picnic_lower,up_valley,M,NO,picnic,High,28,11295,2,Adult,2999.422126,2210
2006,gothictown,down_valley,F,YES,gothictown,High,40,9588,2,Adult,2595.017692,2184
2008,gothictown,down_valley,F,YES,gothictown,High,64,9179,4,Adult,2432.196714,2184
2010,gothictown,down_valley,F,NO,gothictown,High,84,13828,6,Adult,,2184
2007,gothictown,down_valley,F,YES,gothictown,High,66,13565,3,Adult,2540.192248,2184
2009,gothictown,down_valley,F,YES,gothictown,High,67,17797,5,Adult,2644.49475,2184
2006,picnic_upper,up_valley,F,YES,picnic,High,28,11295,2,Adult,2024.581319,2133
2019,gothictown,down_valley,F,NO,gothictown,High,157,20334,2,Adult,,3649
2008,river,down_valley,M,YES,rvbench,High,40,15736,3,Adult,3558.207534,2310
2009,river,down_valley,M,NO,rvbench,High,16,18733,4,Adult,4280.582143,2310
2007,river_rivermound,down_valley,M,YES,rvbench,High,192,30573,2,Adult,3524.051957,2310
2006,picnic_upper,up_valley,M,NO,picnic,High,28,11295,2,Adult,,2138
2006,picnic_lower,up_valley,M,NO,picnic,High,28,11295,2,Adult,2825.578093,2141
2009,picnic_lower,up_valley,F,YES,picnic,High,27,9204,5,Adult,2321.914388,2142
2012,picnic_lower,up_valley,F,YES,picnic,High,11,10299,8,Adult,3445.36199,2142
2007,picnic_lower,up_valley,F,YES,picnic,High,22,7669,3,Adult,2940.04172,2142
2010,picnic_lower,up_valley,F,YES,picnic,High,21,7312,6,Adult,3090.992845,2142
2008,gothictown,down_valley,F,YES,gothictown,High,64,9179,4,Adult,2564.240445,2142
2006,picnic_lower,up_valley,F,YES,picnic,High,28,11295,2,Adult,2420.070379,2142
2013,picnic_lower,up_valley,F,YES,picnic,High,17,13644,9,Adult,2958.689818,2142
2014,picnic_lower,up_valley,F,NO,picnic,High,16,13924,10,Adult,2904.365973,2142
2008,gothictown,down_valley,F,YES,gothictown,High,64,9179,3,Adult,3265.558799,2329
2007,gothictown,down_valley,F,YES,gothictown,High,66,13565,2,Adult,3270.384684,2329
2009,gothictown,down_valley,F,YES,gothictown,High,67,17797,4,Adult,3478.144241,2329
2010,gothictown,down_valley,F,YES,gothictown,High,84,13828,5,Adult,3564.253392,2329
2008,picnic_lower,up_valley,M,YES,picnic,High,35,7309,2,Adult,2202.510931,2371
2009,river,down_valley,M,YES,rvbench,High,16,18733,2,Adult,,2663
2010,bench,down_valley,M,NO,rvbench,Low,23,33729,3,Adult,,2663
2008,northpk,up_valley,F,NO,northpk,High,6,359,2,Adult,1867.53869,2546
2008,northpk,up_valley,F,YES,northpk,High,6,359,2,Adult,1781.775988,2547
2009,northpk,up_valley,F,NO,northpk,Low,2,2859,3,Adult,1645.131177,2547
2010,river_rivermound,down_valley,F,YES,rvbench,Low,23,33729,3,Adult,2867.473167,2636
2009,river,down_valley,F,YES,rvbench,High,16,18733,2,Adult,2207.406919,2636
2004,gothictown,down_valley,M,NO,gothictown,High,14,8151,2,Adult,,4331
2004,mm,up_valley,M,NO,mm,High,9,12040,2,Adult,1692.241976,3937
2004,picnic_upper,up_valley,M,YES,picnic,High,23,7579,2,Adult,1690.371335,3940
2005,stonefield,up_valley,M,YES,stonefield,High,1,35,3,Adult,2956.837408,3940
2009,stonefield,up_valley,M,NO,stonefield,High,2,2675,7,Adult,,3940
2006,stonefield,up_valley,M,YES,stonefield,Low,2,3927,4,Adult,3826.729179,3940
2007,stonefield,up_valley,M,YES,stonefield,High,1,1030,5,Adult,3816.798255,3940
2008,stonefield,up_valley,M,YES,stonefield,High,6,991,6,Adult,,3940
2006,gothictown,down_valley,M,YES,gothictown,High,40,9588,2,Adult,3345.961625,2253
2007,gothictown,down_valley,M,NO,gothictown,High,66,13565,3,Adult,,2253
2005,picnic_lower,up_valley,M,NO,picnic,High,38,8519,2,Adult,,2107
2008,river,down_valley,F,YES,rvbench,High,40,15736,4,Adult,2753.285471,2206
2006,river,down_valley,F,YES,rvbench,High,19,28027,2,Adult,2748.116356,2206
2007,river,down_valley,F,YES,rvbench,High,192,30573,3,Adult,2854.499769,2206
2009,river,down_valley,F,YES,rvbench,High,16,18733,5,Adult,,2206
2005,gothictown,down_valley,F,YES,gothictown,High,38,8078,3,Adult,,4332
2004,gothictown,down_valley,F,YES,gothictown,High,14,8151,2,Adult,2456.648709,4332
2008,boulder,up_valley,F,YES,boulder,High,5,297,4,Adult,2469.028239,2161
2006,boulder,up_valley,F,YES,boulder,High,2,430,2,Adult,2421.214363,2161
2007,boulder,up_valley,F,YES,boulder,High,1,120,3,Adult,2585.159437,2161
2006,horsemound,down_valley,F,NO,horsemound,Low,1,2900,2,Adult,,2256
2006,boulder,up_valley,M,NO,boulder,High,2,430,2,Adult,,2162
2008,mm,up_valley,M,YES,mm,High,14,11519,4,Adult,3058.464095,2211
2009,mm,up_valley,M,YES,mm,Low,6,9903,5,Adult,3401.834044,2211
2007,mm,up_valley,M,YES,mm,Low,6,8233,3,Adult,3566.824577,2211
2006,mm,up_valley,M,YES,mm,Low,4,5363,2,Adult,2882.784468,2211
2010,picnic_upper,up_valley,M,NO,picnic,High,21,7312,6,Adult,,2211
2008,river,down_valley,F,YES,rvbench,High,40,15736,4,Adult,2837.583685,2127
2007,river_rivermound,down_valley,F,YES,rvbench,High,192,30573,3,Adult,3156.381177,2127
2009,river,down_valley,F,YES,rvbench,High,16,18733,5,Adult,2864.179284,2127
2010,bench,down_valley,F,YES,rvbench,Low,23,33729,6,Adult,3040.225428,2127
2006,river_rivermound,down_valley,F,YES,rvbench,High,19,28027,2,Adult,2712.293176,2127
2006,river_rivermound,down_valley,F,YES,rvbench,High,19,28027,2,Adult,2730.598063,2129
2007,river_rivermound,down_valley,F,YES,rvbench,High,192,30573,3,Adult,2934.816181,2129
2008,river,down_valley,F,YES,rvbench,High,40,15736,4,Adult,2713.179497,2129
2009,river,down_valley,F,YES,rvbench,High,16,18733,5,Adult,2648.334485,2129
2010,bench,down_valley,F,NO,rvbench,Low,23,33729,6,Adult,3087.630436,2129
2006,river_rivermound,down_valley,F,NO,rvbench,High,19,28027,2,Adult,,2157
2007,river_rivermound,down_valley,M,YES,rvbench,High,192,30573,5,Adult,3958.907619,4333
2006,river,down_valley,M,YES,rvbench,High,19,28027,4,Adult,3893.255148,4333
2008,bench,down_valley,M,NO,rvbench,High,40,15736,6,Adult,,4333
2005,river_rivermound,down_valley,M,YES,rvbench,High,63,20299,3,Adult,3305.928358,4333
2004,bench,down_valley,M,YES,rvbench,High,16,20064,2,Adult,3233.80744,4333
2004,gothictown,down_valley,M,NO,gothictown,High,14,8151,2,Adult,2611.578578,4334
2008,river_rivermound,down_valley,M,NO,rvbench,High,40,15736,4,Adult,,2232
2006,river,down_valley,M,YES,rvbench,High,19,28027,2,Adult,2857.34924,2232
2007,river_rivermound,down_valley,M,YES,rvbench,High,192,30573,3,Adult,3342.630654,2232
2010,boulder,up_valley,F,NO,,Low,,,6,Adult,2739.915718,2164
2007,boulder,up_valley,F,YES,boulder,High,1,120,3,Adult,2589.913974,2164
2006,boulder,up_valley,F,YES,boulder,High,2,430,2,Adult,2433.240339,2164
2008,boulder,up_valley,F,YES,boulder,High,5,297,4,Adult,2428.173144,2164
2009,boulder,up_valley,F,YES,boulder,High,1,698,5,Adult,2390.648098,2164
2006,gothictown,down_valley,F,NO,gothictown,High,40,9588,2,Adult,,2158
2006,bench,down_valley,F,YES,rvbench,High,19,28027,3,Adult,2943.203318,2066
2005,bench,down_valley,F,YES,rvbench,High,63,20299,2,Adult,2419.808138,2066
2007,bench,down_valley,F,YES,rvbench,High,192,30573,4,Adult,2330.290085,2066
2008,bench,down_valley,F,YES,rvbench,High,40,15736,5,Adult,2299.760247,2066
2010,bench,down_valley,F,YES,rvbench,Low,23,33729,7,Adult,3443.19894,2067
2009,bench,down_valley,F,YES,rvbench,High,16,18733,6,Adult,3307.456274,2067
2008,bench,down_valley,F,YES,rvbench,High,40,15736,5,Adult,,2067
2006,bench,down_valley,F,YES,rvbench,High,19,28027,3,Adult,3325.09875,2067
2007,bench,down_valley,F,YES,rvbench,High,192,30573,4,Adult,3332.375881,2067
2005,bench,down_valley,F,YES,rvbench,High,63,20299,2,Adult,2537.992731,2067
2005,mm,up_valley,M,NO,mm,High,31,8455,2,Adult,3062.570843,2119
2006,picnic_lower,up_valley,M,NO,picnic,High,28,11295,2,Adult,2956.665106,2249
2006,mm,up_valley,F,YES,mm,Low,4,5363,2,Adult,2545.152638,2144
2007,mm,up_valley,F,YES,mm,Low,6,8233,3,Adult,2809.679529,2144
2006,picnic_lower,up_valley,F,NO,picnic,High,28,11295,2,Adult,,2187
2006,mm,up_valley,M,NO,mm,Low,4,5363,2,Adult,2532.811086,2188
2007,mm,up_valley,F,YES,mm,Low,6,8233,3,Adult,2508.139388,2145
2006,mm,up_valley,F,YES,mm,Low,4,5363,2,Adult,2430.235542,2145
2008,mm,up_valley,F,YES,mm,High,14,11519,4,Adult,2417.90282,2145
2006,mm,up_valley,F,YES,mm,Low,4,5363,2,Adult,2585.627227,2190
2006,boulder,up_valley,F,YES,boulder,High,2,430,2,Adult,2623.107157,2165
2007,picnic_lower,up_valley,F,NO,picnic,High,22,7669,3,Adult,3028.641669,2197
2006,picnic_lower,up_valley,F,YES,picnic,High,28,11295,2,Adult,2727.892133,2197
2006,river,down_valley,F,NO,rvbench,High,19,28027,2,Adult,,2242
2007,picnic,up_valley,F,YES,picnic,High,22,7669,8,Adult,2810.3851,1865
2008,picnic_lower,up_valley,F,NO,picnic,High,35,7309,9,Adult,,1865
2005,picnic_lower,up_valley,F,YES,picnic,High,38,8519,6,Adult,2429.748495,1865
2006,picnic_lower,up_valley,F,YES,picnic,High,28,11295,7,Adult,2695.322574,1865
2003,picnic_lower,up_valley,F,YES,picnic,High,21,6769,4,Adult,2358.477208,1865
2004,picnic_lower,up_valley,F,YES,picnic,High,23,7579,5,Adult,2578.55624,1865
2011,gothictown,down_valley,F,NO,gothictown,High,11,15618,2,Adult,2411.537648,2901
2013,river_southmound,down_valley,F,YES,rvbench,Low,20,26418,10,Adult,2886.490343,2112
2014,river_sagemound,down_valley,F,NO,rvbench,Low,21,27776,11,Adult,,2112
2010,river_sprucemound,down_valley,F,YES,rvbench,Low,23,33729,7,Adult,3160.064589,2112
2005,river,down_valley,F,YES,rvbench,High,63,20299,2,Adult,2567.165772,2112
2008,river,down_valley,F,YES,rvbench,High,40,15736,5,Adult,2743.05539,2112
2012,river_southmound,down_valley,F,YES,rvbench,Low,6,22175,9,Adult,3457.006203,2112
2007,river,down_valley,F,YES,rvbench,High,192,30573,4,Adult,2957.532349,2112
2009,river,down_valley,F,YES,rvbench,High,16,18733,6,Adult,2755.726078,2112
2011,river_southmound,down_valley,F,YES,rvbench,Low,13,35825,8,Adult,2977.089743,2112
2006,river,down_valley,F,YES,rvbench,High,19,28027,3,Adult,2937.996826,2112
2005,river,down_valley,F,NO,rvbench,High,63,20299,2,Adult,,2103
2011,river_sprucemound,down_valley,F,YES,rvbench,Low,13,35825,8,Adult,3018.614152,2113
2007,river,down_valley,F,YES,rvbench,High,192,30573,4,Adult,2999.275445,2113
2006,river,down_valley,F,YES,rvbench,High,19,28027,3,Adult,3150.503128,2113
2005,river,down_valley,F,YES,rvbench,High,63,20299,2,Adult,2539.93257,2113
2012,river_rivermound,down_valley,F,YES,rvbench,Low,6,22175,9,Adult,3449.032008,2113
2010,river_sprucemound,down_valley,F,YES,rvbench,Low,23,33729,7,Adult,3257.437254,2113
2014,river_southmound,down_valley,F,NO,rvbench,Low,21,27776,11,Adult,,2113
2013,river_sprucemound,down_valley,F,YES,rvbench,Low,20,26418,10,Adult,3324.912145,2113
2008,river,down_valley,F,YES,rvbench,High,40,15736,5,Adult,2807.917194,2113
2009,river,down_valley,F,YES,rvbench,High,16,18733,6,Adult,3035.893341,2113
2005,gothictown,down_valley,M,NO,gothictown,High,38,8078,2,Adult,,2090
2003,gothictown,down_valley,M,YES,gothictown,Low,7,20739,2,Adult,,4324
2008,northpk,up_valley,F,NO,northpk,High,6,359,5,Adult,2247.775178,2122
2007,northpk,up_valley,F,YES,northpk,High,1,90,4,Adult,2347.592837,2122
2005,mm,up_valley,F,NO,mm,High,31,8455,2,Adult,2313.437014,2120
2007,gothictown,down_valley,M,YES,gothictown,High,66,13565,3,Adult,3611.59323,2263
2006,river,down_valley,M,YES,rvbench,High,19,28027,2,Adult,3119.999755,2263
2008,gothictown,down_valley,M,YES,gothictown,High,64,9179,4,Adult,3170.451123,2263
2010,river_sprucemound,down_valley,M,NO,rvbench,Low,23,33729,6,Adult,,2263
2009,gothictown,down_valley,M,YES,gothictown,High,67,17797,5,Adult,3537.104741,2263
2008,river,down_valley,F,YES,rvbench,High,40,15736,5,Adult,2787.344101,2116
2005,river,down_valley,F,YES,rvbench,High,63,20299,2,Adult,2550.457196,2116
2009,river,down_valley,F,YES,rvbench,High,16,18733,6,Adult,2956.400398,2116
2006,river,down_valley,F,YES,rvbench,High,19,28027,3,Adult,2905.779525,2116
2010,river_sprucemound,down_valley,F,YES,rvbench,Low,23,33729,7,Adult,3151.40728,2116
2007,river,down_valley,F,YES,rvbench,High,192,30573,4,Adult,3003.057749,2116
2003,boulder,up_valley,M,YES,boulder,High,10,30,2,Adult,2812.210821,3944
2007,picnic_upper,up_valley,F,YES,picnic,High,22,7669,2,Adult,2349.467664,2319
2008,picnic_lower,up_valley,F,YES,picnic,High,35,7309,3,Adult,2310.007481,2319
2009,picnic_middle,up_valley,F,YES,picnic,High,27,9204,4,Adult,2579.096851,2319
2010,picnic_lower,up_valley,F,NO,picnic,High,21,7312,5,Adult,2795.286587,2319
2007,picnic_lower,up_valley,F,YES,picnic,High,22,7669,2,Adult,1980.235038,2336
2008,picnic_lower,up_valley,F,NO,picnic,High,35,7309,3,Adult,,2336
2010,bench,down_valley,F,NO,rvbench,Low,23,33729,5,Adult,,2296
2009,bench,down_valley,F,YES,rvbench,High,16,18733,4,Adult,3022.339965,2296
2008,bench,down_valley,F,YES,rvbench,High,40,15736,3,Adult,2861.24826,2296
2007,bench,down_valley,F,YES,rvbench,High,192,30573,2,Adult,2954.553493,2296
2005,gothictown,down_valley,F,NO,gothictown,High,38,8078,2,Adult,2712.658499,4337
2012,picnic_lower,up_valley,M,YES,picnic,High,11,10299,7,Adult,3672.792763,2287
2013,picnic_lower,up_valley,M,YES,picnic,High,17,13644,8,Adult,,2287
2016,picnic_lower,up_valley,M,NO,picnic,High,14,10896,11,Adult,,2287
2010,boulder,up_valley,M,YES,,Low,,,5,Adult,2962.357833,2287
2009,picnic_lower,up_valley,M,YES,picnic,High,27,9204,4,Adult,3162.079122,2287
2011,picnic_lower,up_valley,M,YES,picnic,High,15,9938,6,Adult,2380.159108,2287
2008,picnic_lower,up_valley,M,YES,picnic,High,35,7309,3,Adult,2688.045303,2287
2007,picnic_lower,up_valley,M,YES,picnic,High,22,7669,2,Adult,2707.693717,2287
2015,picnic_lower,up_valley,M,YES,picnic,Low,9,13511,10,Adult,,2287
2008,mm,up_valley,F,NO,mm,High,14,11519,2,Adult,1848.903286,2374
2008,horsemound,down_valley,F,YES,horsemound,High,4,2095,3,Adult,2151.496086,2283
2007,horsemound,down_valley,F,YES,horsemound,High,10,4097,2,Adult,2524.006925,2283
2010,horsemound,down_valley,F,YES,,Low,,,5,Adult,3059.782803,2283
2009,horsemound,down_valley,F,YES,horsemound,Low,3,4748,4,Adult,2759.771576,2283
2011,horsemound,down_valley,F,YES,horsemound,Low,3,9985,6,Adult,2469.449939,2283
2008,mm,up_valley,M,NO,mm,High,14,11519,2,Adult,,2534
2004,picnic_upper,up_valley,M,YES,picnic,High,23,7579,2,Adult,1596.172531,3941
2005,stonefield,up_valley,M,YES,stonefield,High,1,35,3,Adult,2769.06244,3941
2006,stonefield,up_valley,M,NO,stonefield,Low,2,3927,4,Adult,,3941
2006,river,down_valley,M,YES,rvbench,High,19,28027,2,Adult,3695.441697,2264
2008,river,down_valley,M,YES,rvbench,High,40,15736,4,Adult,4014.949636,2264
2007,river,down_valley,M,YES,rvbench,High,192,30573,3,Adult,4409.221055,2264
2011,river_sagemound,down_valley,M,YES,rvbench,Low,13,35825,7,Adult,4035.157533,2264
2010,river_sprucemound,down_valley,M,YES,rvbench,Low,23,33729,6,Adult,4232.822475,2264
2012,river_rivermound,down_valley,M,YES,rvbench,Low,6,22175,8,Adult,4683.122001,2264
2009,river,down_valley,M,YES,rvbench,High,16,18733,5,Adult,,2264
2014,river_southmound,down_valley,M,YES,rvbench,Low,21,27776,10,Adult,3940.179736,2264
2015,river_rivermound,down_valley,M,YES,rvbench,Low,3,34688,11,Adult,,2264
2013,river_southmound,down_valley,M,YES,rvbench,Low,20,26418,9,Adult,,2264
2009,gothictown,down_valley,F,NO,gothictown,High,67,17797,2,Adult,,2620
2009,picnic,up_valley,M,NO,picnic,High,27,9204,3,Adult,,2443
2008,picnic_lower,up_valley,M,YES,picnic,High,35,7309,2,Adult,,2443
2009,horsemound,down_valley,M,YES,horsemound,Low,3,4748,2,Adult,2969.897614,2646
2010,river_rivermound,down_valley,M,NO,rvbench,Low,23,33729,3,Adult,,2646
2008,gothictown,down_valley,M,NO,gothictown,High,64,9179,2,Adult,3125.452395,2479
2008,picnic_middle,up_valley,M,NO,picnic,High,35,7309,2,Adult,,2535
2006,gothictown,down_valley,F,NO,gothictown,High,40,9588,2,Adult,2283.371114,4339
2008,mm,up_valley,F,YES,mm,High,14,11519,2,Adult,1919.1456,2537
2009,mm,up_valley,F,NO,mm,Low,6,9903,3,Adult,,2537
2008,mm,up_valley,F,YES,mm,High,14,11519,2,Adult,2088.232468,2491
2009,picnic_middle,up_valley,F,NO,picnic,High,27,9204,3,Adult,,2550
2007,picnic_middle,up_valley,M,NO,picnic,High,22,7669,2,Adult,1960.165769,2353
2007,picnic_upper,up_valley,M,YES,picnic,High,22,7669,2,Adult,2625.855542,4345
2008,picnic_middle,up_valley,M,NO,picnic,High,35,7309,3,Adult,2250.178918,4345
